,0,1,2
KSHR,5.33,3.81,200
49U,1000,1000,200
KHSG,4.39,3.77,200
KTOR,3.75,2.75,200
KEAN,1000,1000,200
KWRL,1000,4.95,200
KAUN,4.39,4.59,200
KBLH,4.84,3.94,200
KCXL,4.75,3.56,200
KCNO,3.99,2.95,200
0O4,1000,1000,200
D63,1000,1000,200
O89,1000,1000,200
KHJO,1000,1000,200
L26,1000,1000,200
L05,1000,1000,200
1O3,4.49,4.49,200
KMMH,5.50,4.99,200
KMHV,4.73,3.32,200
L52,1000,1000,200
O39,1000,1000,200
KRAL,3.50,3.00,200
KCPU,1000,1000,200
KSBP,3.87,3.66,200
0Q4,1000,1000,200
1Q2,1000,1000,200
KTLR,4.65,3.50,200
KVNY,5.11,4.42,200
O42,1000,1000,200
C24,4.75,4.25,200
00C,1000,1000,200
KGNB,4.10,3.37,200
7V8,1000,1000,200
KMVI,1000,1000,200
04V,1000,1000,200
2V5,1000,1000,200
9B8,1000,1000,200
KIJD,1000,1000,200
X06,1000,1000,200
X13,1000,1000,200
1J6,1000,1000,200
KRSW,5.53,3.81,200
KJAX,4.22,2.42,200
KLAL,3.29,4.88,200
KMIA,6.75,4.84,200
KORL,5.20,5.74,200
48X,1000,1000,200
KSUA,4.86,4.18,200
X59,4.20,4.14,200
KGIF,1000,1000,200
KPDK,5.42,4.41,200
KBHC,3.98,3.65,200
KCNI,3.55,2.13,200
KAJR,4.60,4.49,200
49A,1000,1000,200
KHOE,1000,1000,200
KMGR,3.10,2.90,200
KSAV,6.97,4.96,200
KTVI,3.21,3.38,200
KBXG,1000,1000,200
PHKO,6.67,3.66,200
KAOC,1000,1000,200
U54,1000,1000,200
S77,1000,1000,200
U84,1000,1000,200
KGNG,3.99,2.99,200
KIDA,4.77,4.32,200
U00,1000,1000,200
0U8,1000,1000,200
KMAN,1000,1000,200
50S,1000,1000,200
2U4,1000,1000,200
3U2,1000,1000,200
KCPS,5.85,5.67,200
KIGQ,4.62,3.00,200
H49,1000,1000,200
KFEP,3.99,3.97,200
9I0,1000,1000,200
KLWV,4.80,4.60,200
C09,3.80,3.80,200
KPRG,3.89,3.89,200
KSAR,3.45,2.85,200
I99,1000,1000,200
0I2,1000,1000,200
3EV,1000,1000,200
KGYY,4.80,2.85,200
KHHG,4.36,3.42,200
C62,4.75,3.75,200
C03,1000,1000,200
KPLD,1000,2.99,200
5I4,1000,1000,200
KDCY,3.98,3.65,200
K98,1000,1000,200
4K6,1000,1000,200
KCAV,1000,1000,200
KDEH,4.25,3.80,200
KFFL,4.95,3.95,200
6K9,1000,1000,200
KMIW,4.95,4.69,200
KMUT,3.90,4.00,200
KPEA,3.75,4.50,200
2Y4,1000,1000,200
8C4,1000,1000,200
3Y3,5.05,4.16,200
3AU,3.75,2.84,200
KCNU,4.25,3.41,200
KFLV,1000,1000,200
8K2,1000,1000,200
KHUT,3.48,3.58,200
4KS,1000,1000,200
KLYO,1000,1000,200
2K6,1000,1000,200
KOIN,1000,1000,200
KRSL,1000,1000,200
3TA,1000,1000,200
0H1,1000,1000,200
KWLD,1000,1000,200
KDVK,3.89,3.29,200
27K,3.25,2.40,200
K24,1000,1000,200
1A6,4.50,3.75,200
18I,1000,1000,200
2R6,1000,1000,200
4R7,1000,1000,200
1R1,1000,1000,200
3F3,3.44,3.65,200
KMSY,5.64,4.45,200
KAPS,3.36,3.20,200
L83,1000,1000,200
KAUG,4.95,3.95,200
B21,4.59,3.49,200
65B,1000,1000,200
KPQI,1000,2.50,200
KWVL,5.05,4.80,200
W32,1000,4.79,200
KVKX,1000,1000,200
KRJD,1000,1000,200
KBVY,4.45,4.25,200
1B6,1000,1000,200
KCEF,5.23,4.25,200
KAMN,1000,1000,200
KBTL,4.39,2.99,200
6Y1,1000,1000,200
KFPK,1000,1000,200
KOEB,4.70,4.25,200
C91,1000,1000,200
KESC,4.99,4.69,200
6D6,3.99,4.00,200
Z92,1000,1000,200
KOZW,4.20,2.65,200
08C,1000,1000,200
13C,1000,1000,200
5Y4,1000,1000,200
KTEW,1000,1000,200
KMOP,4.62,1000,200
6Y3,1000,1000,200
KRCT,1000,1000,200
96G,1000,1000,200
6Y6,1000,1000,200
C43,1000,1000,200
40C,1000,1000,200
48G,1000,1000,200
7Y3,1000,1000,200
6D1,1000,1000,200
KFRM,1000,3.99,200
KGDB,1000,1000,200
07Y,1000,1000,200
14Y,1000,1000,200
KFCM,4.45,4.25,200
KMOX,4.50,4.50,200
KPEX,1000,1000,200
KRGK,3.75,3.20,200
KTVF,3.49,3.60,200
KRRT,1000,1000,200
M40,3.62,3.15,200
1R7,1000,1000,200
M11,1000,1000,200
KHBG,3.09,3.31,200
KJAN,5.49,4.79,200
17M,1000,1000,200
KUOX,4.95,5.25,200
KVKS,4.00,4.56,200
2M1,1000,1000,200
KFWB,4.49,4.29,200
K26,1000,1000,200
X33,1000,1000,200
M85,1000,1000,200
M48,1000,1000,200
KLBO,3.55,3.00,200
6M6,1000,1000,200
KPCD,3.40,3.25,200
H58,1000,1000,200
KSTL,5.85,5.67,200
3VS,1000,1000,200
3U5,1000,1000,200
KBZN,4.80,4.30,200
M46,1000,1000,200
4U9,1000,1000,200
6S5,4.49,3.80,200
S09,1000,1000,200
S69,1000,1000,200
8S1,3.75,3.75,200
8U1,1000,1000,200
S64,1000,1000,200
8U8,1000,1000,200
7S2,1000,1000,200
K01,1000,1000,200
KCSB,1000,1000,200
93Y,1000,1000,200
0B4,1000,1000,200
KIBM,4.50,3.80,200
KONL,1000,1000,200
KPMV,1000,1000,200
12K,1000,1000,200
9U7,1000,1000,200
KGAB,1000,1000,200
67L,3.82,3.79,200
1L1,1000,1000,200
KWMC,4.25,3.55,200
2G8,1000,1000,200
KASH,5.75,4.85,200
N12,1000,1000,200
3N6,1000,1000,200
KTEB,5.70,3.89,200
KALM,5.25,3.55,200
KCAO,4.70,4.10,200
KFMN,3.79,3.09,200
KLVS,4.90,3.93,200
1V0,1000,1000,200
5V5,1000,1000,200
KBGM,4.99,4.99,200
N03,4.35,1000,200
N89,1000,1000,200
9G5,1000,4.25,200
KVGC,4.09,5.41,200
KLKP,4.35,5.00,200
06N,1000,1000,200
KIAG,5.25,5.03,200
KPBG,5.15,4.10,200
6B9,1000,1000,200
6B4,1000,1000,200
N82,1000,1000,200
KCLT,4.19,4.64,200
KHRJ,3.90,3.81,200
W88,1000,1000,200
KOAJ,3.99,5.05,200
2A5,1000,1000,200
KMEB,4.54,3.54,200
5W5,1000,1000,200
KFQD,4.29,3.25,200
KETC,1000,1000,200
KILM,3.99,4.86,200
20U,4.50,4.00,200
D49,1000,1000,200
4E7,1000,1000,200
KGAF,1000,1000,200
9Y1,4.00,3.50,200
KHBC,4.20,3.80,200
Y37,1000,1000,200
08D,3.45,3.00,200
S25,3.99,3.99,200
KHZY,6.15,5.49,200
0G6,4.50,3.15,200
KHTW,1000,1000,200
I73,1000,1000,200
14G,1000,1000,200
KHOC,1000,1000,200
KUYF,1000,1000,200
3W9,1000,1000,200
I86,1000,1000,200
I17,5.20,1000,200
12G,1000,1000,200
I54,1000,1000,200
KLNN,4.30,4.10,200
KZZV,4.73,3.21,200
KAQR,1000,1000,200
KCSM,1000,1000,200
95F,1000,1000,200
KDUA,3.98,2.67,200
KFDR,1000,1000,200
F10,1000,1000,200
4O4,3.99,2.32,200
KOUN,4.81,3.97,200
O38,1000,1000,200
3O3,1000,1000,200
KGZL,1000,1000,200
0F9,1000,1000,200
1K5,1000,1000,200
KUAO,5.29,4.54,200
77S,4.95,3.95,200
3S8,4.25,3.49,200
7S5,1000,1000,200
4S7,1000,1000,200
2S6,1000,1000,200
24S,1000,1000,200
KRBG,4.99,3.39,200
6K5,1000,1000,200
KABE,5.17,3.68,200
N68,1000,1000,200
KDUJ,5.35,4.75,200
W73,1000,1000,200
KMDT,4.42,4.26,200
KLBE,4.80,2.84,200
KFWQ,1000,4.10,200
KPNE,6.55,5.37,200
N47,4.99,4.35,200
2G9,4.00,3.00,200
6G6,1000,1000,200
KWST,5.10,4.47,200
KCDN,4.95,3.95,200
KUDG,1000,3.75,200
KGYH,3.90,3.35,200
T73,1000,1000,200
KEOE,1000,1000,200
KFDW,1000,4.50,200
8D7,1000,1000,200
3V0,1000,1000,200
9F8,1000,1000,200
KMDS,4.65,3.85,200
98D,5.15,3.40,200
KSUO,1000,1000,200
6V4,1000,1000,200
KTRI,5.54,6.06,200
KXNX,4.29,3.99,200
0A4,1000,1000,200
8A3,1000,1000,200
6A4,5.09,4.79,200
54M,1000,1000,200
KSRB,3.60,2.78,200
67T,1000,1000,200
1E7,1000,1000,200
T60,1000,1000,200
F00,1000,1000,200
KBWD,3.75,3.76,200
KCVB,3.50,2.95,200
KCPT,2.80,3.00,200
KMKN,3.72,3.69,200
8F5,1000,1000,200
76T,1000,1000,200
F41,3.05,2.59,200
KFTW,5.10,4.40,200
X54,3.75,3.80,200
T37,1000,1000,200
2G5,1000,1000,200
KRFI,1000,1000,200
KSGR,3.23,3.60,200
KUTS,3.51,3.88,200
16X,1000,1000,200
3R9,1000,1000,200
00R,1000,1000,200
T91,1000,1000,200
2E7,1000,1000,200
KJWY,4.09,4.01,200
F53,4.09,3.80,200
KOZA,4.35,3.95,200
KPEQ,3.85,3.55,200
KPIL,4.54,2.80,200
T48,1000,1000,200
KSSF,5.19,4.25,200
6X8,1000,1000,200
3TX,1000,1000,200
F56,1000,1000,200
68F,1000,1000,200
E52,3.30,3.10,200
F06,1000,1000,200
76F,1000,1000,200
33U,1000,1000,200
U13,1000,1000,200
42U,1000,1000,200
44U,1000,1000,200
KBTV,5.19,4.05,200
KVSF,1000,1000,200
7W4,1000,1000,200
KLVL,1000,1000,200
8W2,1000,1000,200
KJFZ,4.25,3.75,200
KSFQ,1000,1000,200
KLNP,4.10,4.00,200
S97,1000,1000,200
C72,1000,1000,200
68S,1000,1000,200
KPAE,4.94,3.55,200
70S,1000,1000,200
43D,1000,1000,200
KCLM,5.98,3.71,200
KRLD,4.45,2.88,200
KSHN,4.25,5.00,200
6S9,1000,1000,200
2S1,1000,1000,200
KEKN,1000,1000,200
7G1,1000,1000,200
3I4,1000,1000,200
KAIG,1000,1000,200
C37,1000,1000,200
KCLI,3.75,2.99,200
60C,1000,1000,200
68C,1000,1000,200
C02,1000,1000,200
79C,1000,1000,200
KPBH,1000,1000,200
KRPD,4.05,4.10,200
KRZN,3.99,3.59,200
Y72,1000,1000,200
KAUW,1000,4.08,200
46U,4.85,3.95,200
KDGW,1000,1000,200
KJAC,4.85,3.95,200
83V,1000,1000,200
E79,1000,1000,200
KPMD,1000,1000,200
KAEJ,1000,5.20,200
N06,1000,1000,200
KPGD,2.78,3.24,200
2J3,4.26,3.45,200
0U7,1000,1000,200
S72,1000,1000,200
6I4,1000,1000,200
KHNR,1000,1000,200
KDDC,4.24,2.82,200
55K,1000,1000,200
KTZV,1000,1000,200
KIZG,1000,4.54,200
KAQW,1000,1000,200
KPLN,5.35,4.94,200
KCQM,4.17,1000,200
KSGS,1000,1000,200
KJVW,3.50,2.95,200
KEVU,4.17,3.73,200
1S3,1000,1000,200
9S7,1000,1000,200
L92,1000,1000,200
KBLM,5.30,4.55,200
KSLK,4.49,4.31,200
N83,1000,1000,200
7L2,1000,1000,200
KCMH,5.19,3.25,200
KAXV,1000,1000,200
2K4,1000,1000,200
2S7,1000,1000,200
N13,1000,1000,200
N27,3.70,2.75,200
1A3,1000,1000,200
5T0,1000,1000,200
6R6,1000,1000,200
F75,1000,1000,200
49F,1000,1000,200
66V,1000,1000,200
KFVX,4.80,4.14,200
KYKM,5.66,3.93,200
KLUM,1000,1000,200
KPNA,1000,4.05,200
C77,1000,1000,200
KGLR,4.80,4.94,200
KXNI,1000,1000,200
KUZA,4.19,4.64,200
S36,1000,1000,200
